label,text
ham,Ay wana meet on sat?ü wkg on sat?
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,Yes. It's all innocent fun. O:-)
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,But you were together so you should be thinkin about him
ham,Wif my family booking tour package.
ham,Was playng 9 doors game and gt racing on phone lol
ham,Wot u up 2 u weirdo?
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,U can call now...
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,Have you bookedthe hut? And also your time off? How are you by the way?
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,Go where n buy? Juz buy when we get there lar.
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,Anything lor. Juz both of us lor.
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Ok
ham,"The table's occupied, I'm waiting by the tree"
ham,Rats. Hey did u ever vote for the next themes?
ham,Mom wants to know where you at
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,Want to finally have lunch today?
ham,Shall i ask one thing if you dont mistake me.
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I am on the way to tirupur.
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,Umma my life and vava umma love you lot dear
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham,Nope. Meanwhile she talk say make i greet you.
ham,I dont want to hear philosophy. Just say what happen
ham,Hey check it da. I have listed da.
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,If india win or level series means this is record:)
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,I've told him that i've returned it. That should i re order it.
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,Tell where you reached
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,Dude how do you like the buff wind.
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,No. Did you multimedia message them or e-mail?
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,I'm serious. You are in the money base
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,… and don‘t worry we‘ll have finished by march … ish!
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,You have 1 new message. Please call 08712400200.
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,Where is it. Is there any opening for mca.
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,645
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... 
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,Yo dude guess who just got arrested the other day
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Now got tv 2 watch meh? U no work today?
ham,"Yup. Anything lor, if u dun wan it's ok..."
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham,"Oh fine, I'll be by tonight"
ham,WHITE FUDGE OREOS ARE IN STORES
ham,have you ever had one foot before?
ham,Well i will watch shrek in 3D!!B)
ham,Shall i send that exe to your mail id.
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,Quite lor. But dun tell him wait he get complacent...
ham,Lol well don't do it without me. We could have a big sale together.
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,Pathaya enketa maraikara pa'
ham,Just glad to be talking to you.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,I'm really sorry I lit your hair on fire
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,Oh k.k..where did you take test?
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,Ok lar... Joking wif u oni...
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Ill be at yours in about 3 mins but look out for me
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,Ya very nice. . .be ready on thursday
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
ham,Its sarcasm.. .nt scarcasim
ham,Got smaller capacity one? Quite ex...
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,Ok then i come n pick u at engin?
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,Where u been hiding stranger?
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Oh k :)why you got job then whats up?
ham,I'm in inside office..still filling forms.don know when they leave me.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
ham,Okay. I've seen it. So i should pick it on friday?
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,Yup... How ü noe leh...
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,Y ü wan to go there? C doctor?
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,"Call me, i am senthil from hsbc."
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Give one miss from that number please
ham,Erutupalam thandiyachu
ham,X2  &lt;#&gt; . Are you going to get that
ham,Just got outta class gonna go gym.
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,Why didn't u call on your lunch?
ham,Hello madam how are you ?
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,make that 3! 4 fucks sake?! x
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Are you sure you don't mean ""get here, we made you hold all the weed"""
ham,K:)i will give my kvb acc details:)
ham,No management puzzeles.
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,My phone
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,"Probably not, still going over some stuff here"
ham,This is my number by vivek..
ham,Jus came back fr lunch wif my sis only. U leh?
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,Ok no prob. Take ur time.
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Lol alright i was thinkin that too haha
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Jay says that you're a double-faggot
ham,No plm i will come da. On the way.
ham,Have you always been saying welp?
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,Are you up for the challenge? I know i am :)
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,Aight do you still want to get money
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,So lets make it saturday or monday as per convenience.
ham,East coast
ham,Then ur sis how?
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,You do got a shitload of diamonds though
ham,U still going to the mall?
ham,No. I dont want to hear anything
ham,Don know. I did't msg him recently.
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,No probs hon! How u doinat the mo?
ham,Sweet heart how are you?
ham,"Not for possession, especially not first offense"
ham,Cos darren say ü considering mah so i ask ü...
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Blank is Blank. But wat is blank? Lol
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,That's y u haf 2 keep me busy...
ham,What time you think you'll have it? Need to know when I should be near campus
ham,4 oclock at mine. Just to bash out a flat plan.
ham,ILL B DOWN SOON
ham,Remember on that day..
ham,S s..first time..dhoni rocks...
ham,On the way to office da..
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Going for dinner.msg you after.
ham,What you doing?how are you?
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,Okie.. Thanx..
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,No. I.ll meet you in the library
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Can you do a mag meeting this avo at some point?
ham,Speaking of does he have any cash yet?
ham,If you are not coughing then its nothing
ham,K.then any other special?
ham,You still around? I could use a half-8th
ham,S but mostly not like that.
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,Guessin you ain't gonna be here before 9?
ham,"Yeah why not, is the gang all ready"
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,I plane to give on this month end.
ham,&lt;#&gt;  am I think? Should say on syllabus
spam,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk"""
ham,Aaooooright are you at work?
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,Who's there say hi to our drugdealer
ham,Y lei?
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,From 5 to 2 only my work timing.
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Also maaaan are you missing out
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Dad says hurry the hell up
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,How much are we getting?
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,Captain is in our room:)
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,"I'm back, lemme know when you're ready"
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,S.i think he is waste for rr..
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,New car and house for my parents.:)i have only new job in hand:)
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,"""What are youdoing later? Sar xxx"""
ham,Okay but i thought you were the expert
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,They r giving a second chance to rahul dengra.
ham,* Thought I didn't see you.
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,"Aight that'll work, thanks"
ham,I'll text now! All creepy like so he won't think that we forgot
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Please don't text me anymore. I have nothing else to say.
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,U dun say so early hor... U c already then say...
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,"Call me da, i am waiting for your call."
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,Ok lor...
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
ham,Its not that time of the month nor mid of the time?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Great. So should i send you my account number.
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
ham,Do you know when the result.
ham,Why you keeping me away like this
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Hope you are having a great day.
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,Do you like shaking your booty on the dance floor?
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,Hasn't that been the pattern recently crap weekends?
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,"It's ok, at least armand's still around"
ham,Only once then after ill obey all yours.
ham,"Probably, want to pick up more?"
ham,Wishing you a wonderful week.
ham,I'm leaving my house now.
ham,Going to join tomorrow.
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Are u awake? Is there snow there?
ham,Ok lor thanx... Ü in school?
ham,K I'll be sure to get up before noon and see what's what
ham,Why you Dint come with us.
ham,2mro i am not coming to gym machan. Goodnight.
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,"Aight, lemme know what's up"
ham,Dunno lei he neva say...
ham,Hey you told your name to gautham ah?
ham,I need to come home and give you some good lovin...
ham,Whens your radio show?
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
ham,I'm leaving my house now...
ham,Also remember the beads don't come off. Ever.
ham,That is wondar full flim.
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,Yes. I come to nyc for audiitions and am trying to relocate.
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,U can call me now...
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,K.k..how is your sister kids?
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
ham,Oh k k:)but he is not a big hitter.anyway good
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"Cool, text me when you're parked"
ham,Thats cool. i liked your photos. You are very sexy!
ham,Dai  &lt;#&gt;  naal eruku.
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,I always chat with you. In fact i need money can you raise me?
ham,Where is that one day training:-)
ham,U GOIN OUT 2NITE?
ham,We're on the opposite side from where we dropped you off
